,N,P,K,temperature,humidity,ph,rainfall,label_encoded
1084,104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,1
1085,102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,1
1086,100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,1
1087,94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,1
1088,99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,1
1089,112.0,87.0,48.0,27.19711623,77.3970629,6.200111068,99.46950465,1
1090,117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,1
1091,96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,1
1092,113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,1
1093,105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,1
1094,85.0,89.0,51.0,29.21144871,84.70189923,6.158164422,108.5501443,1
1095,108.0,94.0,47.0,27.35911627,84.54625006,6.387431383,90.81250457,1
1096,92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,1
1097,110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,1
1098,82.0,75.0,55.0,27.34585147,78.4873835,6.281069505,92.15524332,1
1099,117.0,81.0,53.0,29.50704598,78.20585613,5.507641778,98.12565829,1
1100,2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,12
1101,39.0,24.0,31.0,33.55695561,53.72979826,4.757114897,98.67527561,12
1102,21.0,26.0,27.0,27.00315545,47.67525434,5.699586972,95.85118326,12
1103,25.0,22.0,25.0,33.56150184,45.53556603,5.977413803,95.70525913,12
1104,0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,12
1105,20.0,19.0,35.0,34.17719782,50.62161586,6.113935087,98.00687989,12
1106,19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,12
1107,18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,12
1108,11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,12
1109,30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,12
1110,18.0,19.0,27.0,27.75518664,52.34605806,4.772385986,94.11213345,12
1111,23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,12
1112,37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,12
1113,11.0,27.0,30.0,27.69637763,48.5622488,6.39474303,89.85646496,12
1114,12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,12
1115,3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,12
1116,37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,12
1117,26.0,37.0,30.0,35.39986338,49.45962621,6.166173834,97.41054011,12
1118,14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,12
1119,40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,12
1120,4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,12
1121,36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,12
1122,30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,94.62954663,12
1123,28.0,37.0,28.0,32.13409675,50.52559148,6.097869767,98.63333684,12
1124,38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,97.01331604,12
1125,12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,12
1126,38.0,19.0,31.0,34.73823882,49.08864345,5.855119268,90.65022183,12
1127,8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,91.82271568,12
1128,15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,90.82549241,12
1129,34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,12
1130,11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,100.2585673,12
1131,33.0,29.0,34.0,31.40948821,49.21729127,6.832979509,92.99739415,12
1132,12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,12
1133,12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,12
1134,5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,12
1135,1.0,30.0,29.0,28.33333307,51.39586505,6.434197756,91.67241761,12
1136,16.0,35.0,31.0,32.27652024,50.19368841,5.316875978,95.99487068,12
1137,35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,12
1138,4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,12
1139,9.0,29.0,34.0,29.38471637,45.88744691,5.72742254,100.8124659,12
1140,2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,90.21633216,12
1141,26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,90.14047759,12
1142,34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,12
1143,5.0,32.0,33.0,32.32362177,52.5896771,5.842763773,93.36718816,12
1144,31.0,29.0,26.0,28.22373428,47.40519056,5.024124684,97.76832322,12
1145,34.0,34.0,35.0,27.27433181,47.16808054,6.422710539,95.257992,12
1146,36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,92.37238878,12
1147,7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,12
1148,38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,12
1149,5.0,19.0,25.0,27.3511056,54.43945147,6.441328044,96.27792547,12
1150,37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,12
1151,21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,12
1152,37.0,36.0,27.0,27.5529736,47.90859131,5.910634533,90.40332704,12
1153,23.0,23.0,30.0,32.82141065,47.45553843,4.755273631,90.89173106,12
1154,36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,12
1155,24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,100.7586226,12
1156,26.0,18.0,30.0,32.06097197,51.08494181,6.336234624,96.59816497,12
1157,22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,12
1158,11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,12
1159,29.0,35.0,28.0,28.3471611,53.53903102,6.967417766,90.40260445,12
1160,22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,12
1161,23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,12
1162,1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,92.21318555,12
1163,2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,12
1164,39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,12
1165,15.0,36.0,27.0,27.78912455,53.96886679,5.643710216,91.01152997,12
1166,3.0,18.0,31.0,31.65333432,48.20662669,6.392313973,91.09745581,12
1167,8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,12
1168,33.0,31.0,34.0,31.32995611,50.22287593,5.421265283,89.78216168,12
1169,14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,12
1170,18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,12
1171,9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,12
1172,20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,12
1173,9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,12
1174,26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,12
1175,31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,12
1176,14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,91.46664318,12
1177,40.0,16.0,35.0,31.89356292,49.02450149,6.4841522,89.59371481,12
1178,28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,12
1179,0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,12
1180,1.0,29.0,29.0,27.32961444,49.30347234,6.052026047,93.53197359,12
1181,2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,91.77522598,12
1182,12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,12
1183,7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,12
1184,0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,12
1185,26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,12
1186,27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,12
1187,22.0,38.0,31.0,31.53356352,53.06009323,5.821106036,98.57025046,12
1188,22.0,18.0,31.0,30.7645515,47.93791463,5.956027059,90.38503469,12
1189,28.0,23.0,28.0,30.01821337,50.0983181,5.676032581,96.08745082,12
1190,7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,12
1191,29.0,34.0,26.0,33.88004781,54.39416048,6.273953676,89.29147581,12
1192,8.0,37.0,33.0,28.07802689,54.9640534,6.128167757,97.45373619,12
1193,39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,91.54560427,12
1194,40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,12
1195,19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,12
1196,21.0,21.0,30.0,27.69819273,51.41593238,5.403908328,100.7720705,12
1197,22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,12
1198,31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,12
1199,18.0,26.0,31.0,32.6112614,47.74916499,5.418475257,91.10190759,12
1200,24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,67.12534492,7
1201,13.0,144.0,204.0,30.7280404,82.42614055,6.092241627,68.38135469,7
1202,22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,68.73932528,7
1203,36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,7
1204,24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,7
1205,2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,7
1206,35.0,140.0,197.0,16.77557314,82.75241875,6.106190557,66.76285469,7
1207,11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,69.63122027,7
1208,6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,7
1209,17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,73.88467027,7
1210,25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,7
1211,27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,7
1212,9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,68.06417307,7
1213,16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,7
1214,32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,67.235765,7
1215,22.0,138.0,195.0,27.83487131,83.51444973,6.208196881,73.02882766,7
1216,31.0,144.0,202.0,11.02105378,80.55557235,5.870600622,68.23963161,7
1217,3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,71.4065452,7
1218,28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,69.66256816,7
1219,4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,65.52279323,7
1220,39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,7
1221,38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,7
1222,36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,7
1223,25.0,121.0,201.0,30.50734778,82.71775569,5.594240603,70.08200379,7
1224,15.0,125.0,199.0,18.4269936,80.55625868,5.569230319,69.75734306,7
1225,24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,7
1226,13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,7
1227,5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,7
1228,30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,7
1229,23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,7
1230,26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,74.53557341,7
1231,7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,73.28712806,7
1232,32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,66.53946559,7
1233,9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,7
1234,20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,68.69420397,7
1235,32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,7
1236,3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,7
1237,38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,7
1238,14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,7
1239,20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,65.06962486,7
1240,40.0,126.0,201.0,11.36300891,80.03100049,6.116982944,71.18289431,7
1241,36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,7
1242,11.0,132.0,197.0,15.99050693,81.23966573,5.734317007,74.40198861,7
1243,0.0,137.0,195.0,22.4359017,80.18612085,6.329499832,65.3973168,7
1244,19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,7
1245,31.0,136.0,197.0,31.11047251,83.34010951,5.653776058,71.43001582,7
1246,4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,73.34232097,7
1247,39.0,139.0,201.0,41.18664903,81.01783402,5.539980812,68.68895899,7
1248,8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,70.95666003,7
1249,39.0,138.0,203.0,21.19339319,82.33098331,6.399433771,74.62834921,7
1250,32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,67.3917379,7
1251,12.0,142.0,203.0,31.3115978,82.56407013,5.972850838,65.01095312,7
1252,8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,71.29813872,7
1253,8.0,139.0,199.0,29.36947679,81.53996362,6.336426667,66.13442813,7
1254,21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,65.2982112,7
1255,40.0,140.0,195.0,14.97846952,80.49979873,6.294395676,71.63437433,7
1256,39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,7
1257,19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,73.55807954,7
1258,21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,7
1259,17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,65.90227462,7
1260,33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,70.68098614,7
1261,22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.2739864,7
1262,32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,74.03030056,7
1263,37.0,135.0,205.0,11.82768186,80.2827185,5.510924849,74.10225057,7
1264,15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,7
1265,39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,73.67984885,7
1266,40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,7
1267,40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,69.706113,7
1268,29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,7
1269,32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,7
1270,6.0,140.0,205.0,17.66558428,82.92903419,6.313085601,69.8671263,7
1271,8.0,120.0,196.0,24.06679352,82.66396666,6.053662544,69.81855775,7
1272,34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,7
1273,35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,7
1274,16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,69.30927185,7
1275,8.0,136.0,201.0,41.65602996,82.22118237,5.609255992,74.19664838,7
1276,25.0,129.0,195.0,17.98667801,81.17712085,5.777271492,72.37127689,7
1277,16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,7
1278,39.0,129.0,203.0,34.38922481,83.18392806,5.863996687,71.03001556,7
1279,38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,7
1280,33.0,120.0,205.0,35.12158265,82.26890793,5.550832178,69.71518491,7
1281,35.0,125.0,204.0,19.6491772,80.15215777,6.107741788,73.69529586,7
1282,1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,66.57462809,7
1283,39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,69.27779761,7
1284,28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,7
1285,6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,70.31782647,7
1286,6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,7
1287,29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,73.06862952,7
1288,37.0,144.0,197.0,11.18994268,80.8084305,6.415555956,66.34234944,7
1289,38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,7
1290,38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,70.75633584,7
1291,14.0,121.0,203.0,9.724457611,83.74765639,6.158689406,74.46411148,7
1292,6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,69.92092839,7
1293,32.0,138.0,197.0,9.535585543,80.73112694,5.908724337,69.44115171,7
1294,11.0,124.0,204.0,13.42988625,80.06633966,6.361141107,71.40043037,7
1295,23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,7
1296,40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,66.70016285,7
1297,6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,70.42508897,7
1298,37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,66.5964488,7
1299,35.0,134.0,204.0,9.949929082,82.55138983,5.841138354,66.00817551,7
1300,119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,21
1301,119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,46.87420883,21
1302,105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,21
1303,114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,57.95826144,21
1304,93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,21
1305,80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,21
1306,85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,21
1307,85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,21
1308,82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,21
1309,118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,21
1310,83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,21
1311,86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,21
1312,101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,21
1313,119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,21
1314,104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,43.08961827,21
1315,95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,44.22066914,21
1316,102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,21
1317,109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,21
1318,81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,21
1319,103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,21
1320,105.0,14.0,50.0,26.2148837,87.6883982,6.419052193,59.65590798,21
1321,97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,21
1322,120.0,19.0,49.0,25.79448878,84.26830701,6.762471629,56.45229202,21
1323,95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,21
1324,83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,21
1325,83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,21
1326,91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,21
1327,116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,21
1328,112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,21
1329,88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,21
1330,118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,21
1331,92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,21
1332,106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,21
1333,99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,21
1334,98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,21
1335,108.0,22.0,46.0,26.17668721,86.7295205,6.121168559,53.33484977,21
1336,119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,21
1337,117.0,27.0,48.0,26.53259325,82.39053979,6.835268184,54.30660782,21
1338,109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,46.06193778,21
1339,80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,21
1340,100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,21
1341,91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,21
1342,86.0,6.0,53.0,25.92030221,83.47202566,6.921847888,42.10681516,21
1343,107.0,5.0,52.0,26.6634609,89.98405233,6.881425746,57.40847165,21
1344,103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,21
1345,101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,57.05709413,21
1346,85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,21
1347,84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,21
1348,102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,55.49541453,21
1349,98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,49.29456609,21
1350,97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,21
1351,90.0,16.0,45.0,24.92093261,80.61750795,6.291540278,50.55710813,21
1352,95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,21
1353,82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,21
1354,82.0,25.0,51.0,24.31334971,87.47409052,6.074209622,48.11248366,21
1355,110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,21
1356,118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,21
1357,120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,21
1358,91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,21
1359,81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,21
1360,101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,21
1361,101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,44.63907691,21
1362,111.0,6.0,53.0,26.4930645,88.59143088,6.313512999,46.06382209,21
1363,107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,21
1364,115.0,11.0,46.0,24.41592661,89.39655519,6.623167177,40.32161859,21
1365,84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,21
1366,120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.7657624,21
1367,91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,48.31219031,21
1368,89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,21
1369,113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,21
1370,97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,58.97878791,21
1371,117.0,30.0,50.0,24.90123934,87.20772913,6.744966312,46.59207341,21
1372,90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,21
1373,104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,21
1374,81.0,16.0,45.0,26.90435747,86.25426228,6.727468157,59.75980023,21
1375,88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,21
1376,92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,21
1377,81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,21
1378,111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,21
1379,108.0,23.0,51.0,26.84366082,83.85039964,6.106500787,40.228644,21
1380,113.0,30.0,50.0,26.03967219,83.9862443,6.277484043,43.87712348,21
1381,83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,21
1382,101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,21
1383,114.0,21.0,55.0,25.4438391,87.9392312,6.472756256,57.51549686,21
1384,99.0,6.0,45.0,26.12588914,86.5507939,6.000975617,40.71210074,21
1385,92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,59.26519444,21
1386,92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,21
1387,91.0,24.0,55.0,26.27061608,83.09194521,6.259086583,46.76837499,21
1388,110.0,21.0,54.0,26.73690828,87.82430156,6.747537642,47.46447019,21
1389,112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,21
1390,89.0,25.0,54.0,24.69368934,85.56967628,6.353107393,48.99390828,21
1391,100.0,10.0,53.0,24.54356968,84.60808277,6.211748957,42.00660251,21
1392,83.0,22.0,54.0,25.89762315,81.96664832,6.277245254,54.49960057,21
1393,95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,56.31866159,21
1394,119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,47.72078245,21
1395,97.0,12.0,47.0,25.28784623,89.63667876,6.765094964,58.28697664,21
1396,110.0,7.0,45.0,26.63838589,84.69546874,6.189213927,48.32428609,21
1397,96.0,18.0,50.0,25.3310446,84.30533791,6.904241707,41.53218699,21
1398,83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,43.97193745,21
1399,120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,58.54876687,21
1400,115.0,17.0,55.0,27.57826922,94.11878202,6.776533055,28.08253201,15
1401,114.0,27.0,48.0,27.82054812,93.03555162,6.528404378,26.32405487,15
1402,101.0,25.0,52.0,29.09910406,94.22237826,6.750145572,22.52497327,15
1403,118.0,18.0,52.0,28.04943594,90.83130708,6.562832807,20.76223014,15
1404,95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,15
1405,81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,15
1406,117.0,24.0,53.0,29.17220859,92.21405224,6.293486295,21.30290472,15
1407,114.0,30.0,51.0,29.24908541,90.06998135,6.069171847,25.93496537,15
1408,113.0,6.0,52.0,27.76317235,90.35567642,6.740983646,25.21609113,15
1409,108.0,26.0,52.0,28.82629037,94.26765349,6.201797639,26.23838511,15
1410,81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,15
1411,115.0,9.0,52.0,29.06785065,90.97685539,6.019372459,29.1194739,15
1412,83.0,7.0,45.0,29.08417927,90.73891887,6.704104127,25.33014238,15
1413,84.0,21.0,55.0,28.47090661,94.79453182,6.494251024,21.08484101,15
1414,109.0,26.0,45.0,28.27973674,90.38971208,6.224535449,21.58992507,15
1415,95.0,27.0,55.0,28.47212559,91.21322065,6.160414414,20.88620369,15
1416,119.0,5.0,55.0,29.68846716,94.30111601,6.168757984,26.83924845,15
1417,110.0,14.0,51.0,27.02415146,91.66737633,6.085444691,21.26034986,15
1418,82.0,18.0,48.0,29.09588297,94.16748386,6.159050816,26.70581328,15
1419,87.0,14.0,48.0,29.69238699,92.58862544,6.606033244,29.1102594,15
1420,85.0,9.0,53.0,28.20619412,92.86798698,6.447662945,28.78654515,15
1421,100.0,6.0,53.0,29.05248036,93.92217834,6.105909623,23.66620626,15
1422,107.0,12.0,46.0,29.57240298,93.61870344,6.559763394,27.56918621,15
1423,91.0,13.0,47.0,29.10968327,92.43510994,6.14410903,27.95602304,15
1424,102.0,25.0,50.0,28.20480805,92.91440379,6.099662369,20.36001144,15
